date,close,open,high,low,volune,change
2020年3月19日,6172,5359.2,6379.5,5256,2.18M,0.1512
2020年3月18日,5361.4,5260.7,5373.1,5020.9,1.80M,0.0191
2020年3月17日,5261.1,5030.2,5432.8,4946.5,1.89M,0.0459
2020年3月16日,5030,5366.4,5369.3,4477.7,2.55M,-0.0627
2020年3月15日,5366.3,5182.9,5863.3,5120.6,1.61M,0.0354
2020年3月14日,5182.7,5589.4,5634.9,5072.2,1.69M,-0.0719
2020年3月13日,5584.3,4815.2,5934.3,3869.5,4.17M,0.1571
2020年3月12日,4826,7935.2,7963.1,4546.6,3.22M,-0.3918
2020年3月11日,7935.1,7892.1,7976.5,7606,1.10M,0.0056
2020年3月10日,7891.2,7933,8145.5,7740.2,1.20M,-0.0053
2020年3月9日,7933,8035.8,8158.8,7648.7,1.54M,-0.0126
2020年3月8日,8034.1,8887.8,8888,8015.3,1.11M,-0.0961
2020年3月7日,8887.8,9134.2,9180.8,8848.7,750.65K,-0.027
2020年3月6日,9134.8,9060.6,9165.2,9004.9,1.04M,0.0082
2020年3月5日,9060.3,8757.9,9147.3,8751.5,950.76K,0.0345
2020年3月4日,8757.9,8761.3,8840.3,8679.7,759.69K,-0.0004
2020年3月3日,8761.4,8906.1,8911.7,8669.3,1.01M,-0.0161
2020年3月2日,8904.8,8537.5,8961.8,8503.1,1.02M,0.0427
2020年3月1日,8540,8543.8,8737.2,8437.2,784.05K,-0.0004
2020年2月29日,8543.7,8697.1,8793.7,8539.8,683.44K,-0.0177
2020年2月28日,8697.5,8820.1,8898.7,8451.9,1.08M,-0.0137
2020年2月27日,8818.6,8800.1,8968.3,8538.5,1.13M,0.0021
2020年2月26日,8800.3,9317.1,9368.1,8672,1.32M,-0.0555
2020年2月25日,9317.2,9662.6,9672.3,9269.8,937.97K,-0.0357
2020年2月24日,9662.7,9943.2,9981,9507,980.00K,-0.0282
2020年2月23日,9942.7,9655.6,9965.6,9653.4,775.88K,0.0297
2020年2月22日,9655.7,9684.5,9706.5,9569.8,589.88K,-0.003
2020年2月21日,9684.5,9602.2,9747.1,9574.5,716.61K,0.0085
2020年2月20日,9602.4,9611.9,9681.4,9448.9,870.80K,-0.0007
2020年2月19日,9609.4,10158.6,10230.9,9424.3,905.95K,-0.054
2020年2月18日,10158.4,9701.5,10230.1,9601.6,945.91K,0.0471
2020年2月17日,9701.4,9931.7,9951.5,9468.9,961.88K,-0.0232
2020年2月16日,9932.3,9907.4,10056.4,9654.9,808.91K,0.0025
2020年2月15日,9907.7,10336,10369.8,9831.7,808.81K,-0.0412
2020年2月14日,10333,10235.5,10372.4,10125.2,732.51K,0.0096
2020年2月13日,10235.1,10321.9,10482.6,10116.9,940.30K,-0.008
2020年2月12日,10317.7,10229.3,10435.6,10229.3,803.25K,0.0086
2020年2月11日,10229.5,9854,10314.1,9725.1,791.28K,0.0381
2020年2月10日,9854.1,10151.5,10181.7,9774.8,781.22K,-0.0293
2020年2月9日,10151.5,9895.4,10157.1,9882.7,617.35K,0.0259
2020年2月8日,9895.5,9817.3,9931.2,9673.2,551.31K,0.0078
2020年2月7日,9818.6,9771.9,9872.5,9738.7,608.96K,0.0048
2020年2月6日,9772,9611.8,9854.9,9536.1,778.67K,0.0167
2020年2月5日,9611.8,9194.1,9726.8,9179.9,771.46K,0.0454
2020年2月4日,9193.9,9296.5,9347.5,9193.9,651.68K,-0.011
2020年2月3日,9296.6,9334.6,9582.8,9243.1,701.39K,-0.0041
2020年2月2日,9334.9,9381.5,9465.4,9183.1,683.37K,-0.005
2020年2月1日,9381.6,9349.3,9458.8,9301.5,458.42K,0.0035
2020年1月31日,9349.1,9508.3,9525,9222.3,633.37K,-0.0166
2020年1月30日,9507.3,9299.1,9569,9209.2,765.21K,0.0224
2020年1月29日,9298.9,9377.3,9428.7,9250.9,749.88K,-0.0084
2020年1月28日,9377.3,8866.6,9389.5,8866.6,954.20K,0.0576
2020年1月27日,8866.6,8608.1,8983.1,8585.6,706.45K,0.0301
2020年1月26日,8607.8,8341.6,8607.8,8304.9,468.34K,0.0319
2020年1月25日,8341.6,8439.9,8447.6,8277.2,444.00K,-0.0117
2020年1月24日,8439.9,8404.9,8522,8242.6,617.02K,0.0041
2020年1月23日,8405.1,8678.5,8687.3,8309.6,722.67K,-0.0315
2020年1月22日,8678.5,8733,8805.4,8610.8,509.06K,-0.0062
2020年1月21日,8732.6,8642,8770.3,8524,540.20K,0.0105
2020年1月20日,8641.9,8705.7,8740.1,8539.2,599.06K,-0.0074
2020年1月19日,8706.2,8916.3,9183.7,8552.8,975.01K,-0.0236
2020年1月18日,8916.3,8913,8982.3,8814.6,627.74K,0.0004
2020年1月17日,8913.1,8726.7,9005.1,8675.9,794.11K,0.0213
2020年1月16日,8726.9,8818.1,8850,8605.8,748.32K,-0.0104
2020年1月15日,8818.3,8827.9,8904,8615.5,1.17M,-0.0012
2020年1月14日,8829.2,8111.2,8898.7,8111.2,1.48M,0.0885
2020年1月13日,8111.4,8188.3,8196.7,8068.4,610.66K,-0.0093
2020年1月12日,8187.6,8023.3,8189.9,7973.1,595.22K,0.0204
2020年1月11日,8024.1,8187.8,8262.9,8008.4,776.75K,-0.0199
2020年1月10日,8187.1,7842.5,8187.4,7697.7,1.05M,0.044
2020年1月9日,7842.4,8060,8065.9,7779.2,786.50K,-0.027
2020年1月8日,8059.6,8154.2,8436.4,7900.8,1.19M,-0.0118
2020年1月7日,8155.7,7759.1,8182,7754.1,1.01M,0.0511
2020年1月6日,7759.1,7372.6,7783.1,7366.7,786.75K,0.0524
2020年1月5日,7372.5,7376.8,7501,7345.6,628.14K,-0.0006
2020年1月4日,7376.8,7345.1,7433.1,7291.4,523.91K,0.0046
2020年1月3日,7343.1,6967.1,7402.9,6884.1,936.29K,0.054
2020年1月2日,6967,7199.7,7209.6,6901.4,632.78K,-0.0323
2020年1月1日,7199.8,7196.4,7259.4,7180,420.28K,0.0005
2019年12月31日,7196.4,7261.5,7331,7167.4,586.60K,-0.009
2019年12月30日,7261.8,7397.5,7420.9,7244.1,606.11K,-0.0184
2019年12月29日,7397.5,7321.6,7518.9,7303,611.69K,0.0104
2019年12月28日,7321.5,7261.9,7375.9,7256.5,610.96K,0.0082
2019年12月27日,7261.7,7210.8,7293.8,7128.5,718.07K,0.007
2019年12月26日,7210.9,7225,7414.3,7177.3,795.09K,-0.0019
2019年12月25日,7224.8,7268.3,7542.4,7150.9,625.41K,-0.006
2019年12月24日,7268.3,7322.4,7433.2,7185.7,785.54K,-0.0074
2019年12月23日,7322.8,7496.2,7684,7276.2,952.16K,-0.0231
2019年12月22日,7495.8,7156.3,7501.1,7142,677.94K,0.0474
2019年12月21日,7156.2,7196.4,7197.6,7129.6,468.74K,-0.0056
2019年12月20日,7196.4,7165.5,7218.4,7107.7,627.04K,0.0043
2019年12月19日,7165.5,7276.4,7354,7039.3,778.72K,-0.0152
2019年12月18日,7276,6613.5,7387.7,6462.2,1.14M,0.1002
2019年12月17日,6613.3,6903.5,6943.5,6575,894.55K,-0.042
2019年12月16日,6903.5,7128.5,7153.1,6864.6,689.56K,-0.0316
2019年12月15日,7128.5,7080.8,7175.8,7033.8,492.58K,0.0067
2019年12月14日,7080.8,7255.2,7267.4,7043.3,524.56K,-0.024
2019年12月13日,7255.2,7208.4,7288,7200.3,503.49K,0.0065
2019年12月12日,7208,7208,7272.4,7124.6,611.80K,0
2019年12月11日,7208,7235.8,7284.4,7168.8,518.40K,-0.0038
2019年12月10日,7235.7,7356.2,7400.3,7192.1,609.50K,-0.0163
2019年12月9日,7355.8,7524.8,7626,7321.6,648.66K,-0.0224
2019年12月8日,7524.4,7510.8,7576.4,7416.7,499.04K,0.0018
2019年12月7日,7510.9,7530.4,7595.7,7489.6,557.14K,-0.0026
2019年12月6日,7530.8,7399.2,7552.1,7329.8,706.10K,0.0178
2019年12月5日,7399.2,7204.6,7476.3,7184,780.78K,0.027
2019年12月4日,7204.4,7291.9,7702.2,7113.6,971.75K,-0.012
2019年12月3日,7291.8,7298.1,7389.4,7227.1,548.77K,-0.0009
2019年12月2日,7298.2,7395.9,7433.8,7173.6,687.78K,-0.0133
2019年12月1日,7396.4,7546.5,7546.5,7244.4,777.00K,-0.0199
2019年11月30日,7546.6,7742.7,7787.7,7472.7,650.60K,-0.0253
2019年11月29日,7742.7,7426.6,7825.3,7412.3,766.71K,0.0426
2019年11月28日,7426.7,7510.6,7639.5,7380.6,737.58K,-0.0112
2019年11月27日,7510.6,7162.8,7636.9,6875.4,996.49K,0.0486
2019年11月26日,7162.8,7115.5,7329.5,7045.1,844.27K,0.0066
2019年11月25日,7115.6,6924.7,7352.8,6534.8,1.29M,0.0276
2019年11月24日,6924.7,7325,7344.1,6894.9,904.50K,-0.0545
2019年11月23日,7324.1,7271.6,7342.5,7093.7,783.18K,0.0071
2019年11月22日,7272.5,7627.9,7700.9,6818.5,1.41M,-0.0466
2019年11月21日,7627.9,8099.4,8129.6,7519.7,891.50K,-0.0582
2019年11月20日,8099.3,8145.7,8223,8074.2,607.27K,-0.0057
2019年11月19日,8145.7,8207.7,8245.6,8032.8,654.27K,-0.0076
2019年11月18日,8208.4,8510.3,8516.3,8110.4,692.60K,-0.0354
2019年11月17日,8509.8,8497.4,8631.7,8413,531.22K,0.0015
2019年11月16日,8497.3,8476.2,8532.8,8450.7,471.16K,0.0025
2019年11月15日,8476.3,8660.8,8761.8,8437.1,653.71K,-0.0213
2019年11月14日,8661.2,8782.9,8799.8,8615.8,515.43K,-0.0139
2019年11月13日,8783.1,8813.2,8829.7,8721.1,454.33K,-0.0033
2019年11月12日,8812.6,8737.4,8841.2,8615.7,575.16K,0.0087
2019年11月11日,8736.9,9036.9,9066.4,8649.4,601.16K,-0.0332
2019年11月10日,9036.8,8804.7,9092.9,8763.5,581.57K,0.0264
2019年11月9日,8804.5,8778.1,8877.5,8746.9,512.02K,0.003
2019年11月8日,8778.2,9223.6,9254.8,8722.4,791.79K,-0.0483
2019年11月7日,9223.5,9339.2,9367,9130,603.54K,-0.0124
2019年11月6日,9338.9,9311.2,9424.6,9262.7,578.03K,0.003
2019年11月5日,9310.8,9396.1,9452.7,9193.9,653.42K,-0.0091
2019年11月4日,9396.4,9198.7,9500.4,9134.1,681.01K,0.0215
2019年11月3日,9198.3,9300.5,9359.1,9095,536.56K,-0.011
2019年11月2日,9300.6,9230.3,9356.7,9201.2,570.74K,0.0076
2019年11月1日,9230.1,9153.1,9270.4,9057.2,689.65K,0.0085
2019年10月31日,9152.6,9157.9,9378.9,8959.6,798.93K,-0.0006
2019年10月30日,9157.9,9411.3,9411.3,9018.4,789.73K,-0.0269
2019年10月29日,9411.3,9206.5,9531.3,9125.3,918.48K,0.0222
2019年10月28日,9207.2,9530.1,9866.9,9202.5,1.04M,-0.0338
2019年10月27日,9529.6,9230.6,9773.2,9081,1.16M,0.0324
2019年10月26日,9230.6,8658.4,10540,8061.8,1.78M,0.0661
2019年10月25日,8658.3,7422.8,8697.7,7404.9,1.18M,0.1665
2019年10月24日,7422.7,7476.8,7501.5,7366.3,586.49K,-0.0073
2019年10月23日,7477,8031,8055,7329.2,892.08K,-0.069
2019年10月22日,8031.4,8207.4,8289.1,8017.7,570.39K,-0.0215
2019年10月21日,8208.2,8224.1,8315.3,8155.7,489.40K,-0.0018
2019年10月20日,8223.4,7957.4,8288.5,7889.6,513.91K,0.0334
2019年10月19日,7957.3,7948.3,8060.2,7892.4,428.83K,0.0011
2019年10月18日,7948.5,8073.3,8116.4,7842,505.79K,-0.0155
2019年10月17日,8073.3,8000.4,8118.2,7944.4,444.95K,0.0091
2019年10月16日,8000.4,8167.1,8185.9,7929.8,538.92K,-0.0204
2019年10月15日,8167.2,8353.4,8400.2,8139.5,469.73K,-0.0223
2019年10月14日,8353.3,8281.3,8374.3,8222.2,505.02K,0.0087
2019年10月13日,8281.5,8304.3,8450.2,8190.6,419.87K,-0.0028
2019年10月12日,8304.4,8267.6,8394.8,8260.9,424.02K,0.0044
2019年10月11日,8267.8,8562.2,8751.1,8249.7,667.86K,-0.0344
2019年10月10日,8562.3,8566.8,8638.5,8438.7,511.46K,-0.0005
2019年10月9日,8566.7,8180.1,8655.9,8122.7,636.43K,0.0469
2019年10月8日,8182.9,8198.5,8323.1,8118.1,469.04K,-0.0019
2019年10月7日,8198.6,7882.6,8293.5,7797,604.74K,0.0402
2019年10月6日,7881.9,8127.3,8145.5,7834.9,448.80K,-0.0302
2019年10月5日,8127.3,8148,8185.1,8030.6,360.92K,-0.0025
2019年10月4日,8148.1,8227.6,8233.6,8041.4,416.92K,-0.0096
2019年10月3日,8226.9,8363.6,8391.7,8090.1,460.97K,-0.0164
2019年10月2日,8364.1,8302.7,8374,8167.7,405.86K,0.0074
2019年10月1日,8302.7,8285,8486.2,8187.9,533.95K,0.0022
2019年9月30日,8284.3,8048.9,8318.5,7749,600.26K,0.0292
2019年9月29日,8049.1,8208,8226.8,7922.1,418.48K,-0.0194
2019年9月28日,8208.5,8184.5,8297.2,8031.1,457.79K,0.0029
2019年9月27日,8184.9,8063.8,8257.4,7882.1,561.40K,0.015
2019年9月26日,8063.8,8432.5,8463.1,7773.6,731.03K,-0.0437
2019年9月25日,8432.4,8512.3,8729.8,8245.1,696.11K,-0.0096
2019年9月24日,8513.9,9702.7,9793.8,8069.4,933.16K,-0.1225
2019年9月23日,9702.2,10031.3,10048.8,9656.3,431.10K,-0.0328
2019年9月22日,10031.6,9993,10075,9870.9,337.06K,0.0039
2019年9月21日,9993,10172.8,10177.9,9939.8,326.17K,-0.0177
2019年9月20日,10172.7,10251.5,10279.5,10088.6,362.07K,-0.0076
2019年9月19日,10250.5,10164.6,10297.6,9707.6,542.25K,0.0084
2019年9月18日,10164.7,10195.7,10257.5,10119.3,318.82K,-0.003
2019年9月17日,10195.7,10254.6,10273.6,10153.5,321.64K,-0.0058
2019年9月16日,10255.5,10311.3,10360.5,10108.5,372.53K,-0.0054
2019年9月15日,10311.5,10337.3,10360.4,10272,255.79K,-0.0025
2019年9月14日,10337.3,10342.2,10421.4,10253.7,326.44K,-0.0005
2019年9月13日,10342.1,10415.2,10441.4,10174.1,365.52K,-0.007
2019年9月12日,10415.1,10162.4,10447.9,10051,413.22K,0.0249
2019年9月11日,10162.5,10104.9,10257.5,9908.9,413.06K,0.0057
2019年9月10日,10105.4,10308.7,10379.8,9970.7,383.22K,-0.0198
2019年9月9日,10309,10402.1,10478,10095.7,473.76K,-0.009
2019年9月8日,10402.8,10461.6,10578,10266.3,339.73K,-0.0056
2019年9月7日,10461.1,10306.9,10556.4,10302.3,393.57K,0.0147
2019年9月6日,10309.3,10566.7,10896.2,10227.4,643.02K,-0.0244
2019年9月5日,10566.9,10567.8,10630.7,10469.9,402.09K,-0.0001
2019年9月4日,10568.2,10611.6,10783.6,10388.6,504.45K,-0.0042
2019年9月3日,10612.3,10348.1,10756.8,10283.5,578.79K,0.0255
2019年9月2日,10348.8,9728.8,10431.5,9720.3,542.79K,0.0637
2019年9月1日,9729.3,9594.7,9799.5,9533.6,322.66K,0.0141
2019年8月31日,9594.4,9585.5,9677.5,9457.3,311.49K,0.0009
2019年8月30日,9585.4,9494.1,9675.7,9370.2,413.92K,0.0099
2019年8月29日,9491,9729.1,9729.1,9343,509.13K,-0.0245
2019年8月28日,9729.4,10184.7,10271.3,9629.6,580.29K,-0.0447
2019年8月27日,10184.8,10372.2,10387.6,10060.2,419.81K,-0.018
2019年8月26日,10371.8,10136,10568.2,10136,568.77K,0.0232
2019年8月25日,10136.3,10132.1,10307,9935.2,422.53K,0.0005
2019年8月24日,10131,10389.4,10415.9,9917.5,463.85K,-0.0248
2019年8月23日,10388.7,10104.9,10434.3,9921.4,436.26K,0.0281
2019年8月22日,10105,10141.1,10218.2,9777,520.75K,-0.0036
2019年8月21日,10141.5,10753.3,10797.8,9908,717.65K,-0.0568
2019年8月20日,10752.6,10911.2,10941.6,10581,515.47K,-0.0145
2019年8月19日,10910.7,10312.8,10923.9,10267.8,519.01K,0.058
2019年8月18日,10312.7,10219.3,10494.9,10086.7,441.11K,0.0093
2019年8月17日,10218.1,10335.5,10460.7,10016.3,497.77K,-0.0114
2019年8月16日,10335.6,10300.9,10734,9788.6,798.67K,0.0031
2019年8月15日,10303.4,10053.3,10448.2,9580.1,930.05K,0.0253
2019年8月14日,10049.4,10894.2,10894.5,9965.5,745.59K,-0.0774
2019年8月13日,10892.9,11395,11445.6,10793.2,540.78K,-0.044
2019年8月12日,11394.2,11505.1,11508.6,11267.3,391.08K,-0.0107
2019年8月11日,11517.2,11314.6,11728.4,11146.1,435.83K,0.0179
2019年8月10日,11314.5,12090.5,12185,11281.6,570.74K,-0.0641
2019年8月9日,12089.8,12190,12225.3,11885,558.72K,-0.0084
2019年8月8日,12191.6,12015.9,12236.6,11727,592.15K,0.0148
2019年8月7日,12013.9,11481,12114.5,11406.4,702.85K,0.0464
2019年8月6日,11480.9,11817.6,12291.9,11237,807.58K,-0.0284
2019年8月5日,11816.8,10934.8,11922.3,10934.8,769.63K,0.0807
2019年8月4日,10934.6,10816.1,11017.7,10568.8,585.71K,0.011
2019年8月3日,10815.7,10519.9,10893.6,10504.5,508.75K,0.0281
2019年8月2日,10520.1,10380.5,10664.8,10330.5,578.29K,0.0135
2019年8月1日,10380,10081.9,10459,9890.6,608.37K,0.0296
2019年7月31日,10082,9580.3,10100,9562.4,589.84K,0.0523
2019年7月30日,9580.7,9580,9703,9483,511.51K,0
2019年7月29日,9580.9,9728.5,9835.4,9502.5,510.90K,-0.0151
2019年7月28日,9727.8,9491.1,9798.5,9401.1,518.59K,0.0248
2019年7月27日,9492.1,9830.4,10232.3,9389.1,661.89K,-0.0345
2019年7月26日,9831,9945.2,10436.1,9724.2,493.75K,-0.0115
2019年7月25日,9945.3,9804.7,10203.5,9776.6,545.85K,0.0144
2019年7月24日,9804.3,9887.2,9945.3,9584,639.54K,-0.0085
2019年7月23日,9888.7,10412.8,10414.7,9865.4,663.38K,-0.0503
2019年7月22日,10412.5,10715.1,10806.3,10196.5,591.27K,-0.0282
2019年7月21日,10714.4,10827,10883.8,10442.5,562.17K,-0.0104
2019年7月20日,10826.7,10571.9,11155.6,10462,668.94K,0.0241
2019年7月19日,10571.5,10651.6,10758.4,10160.7,727.79K,-0.0075
2019年7月18日,10651.4,9723.1,10787.1,9390,974.49K,0.0955
2019年7月17日,9723.2,9425.1,9983.6,9082.6,1.03M,0.0317
2019年7月16日,9424.8,10844,11019.5,9375.3,1.05M,-0.131
2019年7月15日,10845.9,10199.9,11064.7,9885.4,956.52K,0.0633
2019年7月14日,10200.1,11364.3,11448.7,10128.9,840.76K,-0.1025
2019年7月13日,11364.9,11762.8,11798.4,10839.4,747.71K,-0.0338
2019年7月12日,11762.1,11343.7,11881.4,11109.8,738.17K,0.037
2019年7月11日,11342.3,12111.6,12111.6,11029,943.13K,-0.0634
2019年7月10日,12110.6,12542.8,13134.4,11594.9,1.11M,-0.0344
2019年7月9日,12541.5,12250.6,12772.9,12111.2,847.84K,0.0236
2019年7月8日,12252.6,11415.8,12332.3,11304.8,695.60K,0.0733
2019年7月7日,11415.9,11267.9,11524.6,11108.1,601.93K,0.0131
2019年7月6日,11268,10969.8,11650.2,10967.9,688.96K,0.0271
2019年7月5日,10970.2,11159.7,11381.8,10810.3,772.67K,-0.0173
2019年7月4日,11163.1,11899.3,11948,11087.1,840.34K,-0.062
2019年7月3日,11900.8,10835.9,11931.8,10835.9,998.73K,0.0983
2019年7月2日,10835.9,10615.5,10923.5,9728.5,1.12M,0.0207
2019年7月1日,10616.6,10821.4,11254.5,10041.6,1.04M,-0.0187
2019年6月30日,10818.6,11906,12179.3,10765.4,880.77K,-0.0914
2019年6月29日,11906.5,12408,12422.9,11490.8,834.62K,-0.0405
2019年6月28日,12409.1,11288.4,12461.8,10970.5,1.09M,0.0993
2019年6月27日,11287.8,13062.4,13422,10493.5,1.59M,-0.1359
2019年6月26日,13063.8,11811.6,13929.8,11747.3,1.48M,0.1062
2019年6月25日,11809.9,11046.6,11833.9,11033.7,781.09K,0.0691
2019年6月24日,11046.4,10897.3,11114.4,10622.6,566.96K,0.0137
2019年6月23日,10897.1,10721.5,11361.3,10557.8,683.79K,0.0164
2019年6月22日,10721.7,10178.1,11160.5,10031.3,1.09M,0.0533
2019年6月21日,10179.3,9517.7,10184.3,9517.4,769.12K,0.0696
2019年6月20日,9517,9255,9583.9,9188.4,693.62K,0.0283
2019年6月19日,9255.4,9080.7,9295.1,9044,587.57K,0.0193
2019年6月18日,9080.6,9318.9,9336.1,8962.7,723.17K,-0.0256
2019年6月17日,9318.8,8961,9438.1,8959.8,738.80K,0.0398
2019年6月16日,8962.5,8812.2,9332,8771.1,849.77K,0.017
2019年6月15日,8812.5,8655.8,8856.7,8582.3,608.69K,0.0181
2019年6月14日,8656.1,8218.6,8685.3,8153.2,643.17K,0.0532
2019年6月13日,8219,8132.4,8306.1,8028.6,574.21K,0.0106
2019年6月12日,8133.1,7888,8198.1,7805.8,607.89K,0.0311
2019年6月11日,7888,7987.8,8010.4,7714.5,579.00K,-0.0125
2019年6月10日,7987.8,7635,8012.8,7523.6,641.38K,0.0462
2019年6月9日,7635,7901.6,7937.5,7516.9,554.48K,-0.0337
2019年6月8日,7901.4,7985.3,8044.4,7770.5,485.81K,-0.0105
2019年6月7日,7985.2,7785.8,8099.4,7749.4,588.87K,0.0257
2019年6月6日,7784.9,7779.6,7861.4,7480.4,651.82K,0.0008
2019年6月5日,7779.1,7685.6,7885,7590.4,762.94K,0.0122
2019年6月4日,7685.5,8118.1,8118.1,7494,966.95K,-0.0541
2019年6月3日,8124.8,8728.6,8734.9,8102.7,739.45K,-0.0692
2019年6月2日,8728.6,8545.8,8807.7,8534.8,614.54K,0.0214
2019年6月1日,8545.7,8556.9,8615.8,8454,686.75K,-0.0015
2019年5月31日,8558.3,8271.4,8578.8,8135,858.41K,0.0346
2019年5月30日,8271.9,8647.8,9045.9,8054.7,1.04M,-0.0435
2019年5月29日,8647.8,8715.6,8747.2,8435.3,15.43M,-0.0079
2019年5月28日,8716.3,8759.4,8794.1,8568.8,763.20K,-0.005
2019年5月27日,8760.1,8628.9,8902.8,8607.3,907.96K,0.0151
2019年5月26日,8630.2,8029.6,8718.6,7866.5,872.12K,0.0751
2019年5月25日,8027.4,7971.4,8090.1,7919.1,691.27K,0.0072
2019年5月24日,7970.1,7852.8,8124.1,7775.4,868.47K,0.015
2019年5月23日,7852.1,7637.2,7939.1,7486.8,815.14K,0.0283
2019年5月22日,7635.7,7928.7,7999,7545.9,821.40K,-0.0372
2019年5月21日,7930.3,7965,8056.8,7813.2,804.88K,-0.0044
2019年5月20日,7965.3,8156.4,8156.4,7604,958.81K,-0.0235
2019年5月19日,8157.2,7261.9,8253.4,7252.3,1.08M,0.1232
2019年5月18日,7262.6,7359.9,7458.5,7189.4,865.53K,-0.0132
2019年5月17日,7359.5,7871.9,7924,6998.6,1.43M,-0.0651
2019年5月16日,7871.8,8164.8,8293.3,7720.4,1.18M,-0.0359
2019年5月15日,8164.6,7994.8,8225.3,7856.5,1.13M,0.0213
2019年5月14日,7994.6,7806.4,8323.9,7674,1.33M,0.0242
2019年5月13日,7806,6984.7,8058.3,6893.1,1.20M,0.1176
2019年5月12日,6984.8,7190,7518.9,6802.6,1.35M,-0.0286
2019年5月11日,7190.3,6386.6,7373.8,6386.5,1.31M,0.1259
2019年5月10日,6386,6194.3,6466.6,6157.8,907.94K,0.0314
2019年5月9日,6191.5,5990.5,6206,5990,799.96K,0.0336
2019年5月8日,5990.3,5849.4,6011.3,5799.1,757.13K,0.0241
2019年5月7日,5849.5,5745.5,6019.8,5745.5,955.88K,0.0182
2019年5月6日,5745.1,5775.1,5801.4,5630.5,755.39K,-0.0052
2019年5月5日,5774.9,5830.8,5838.2,5708.2,709.02K,-0.0096
2019年5月4日,5830.9,5768,5899.2,5605,920.61K,0.0111
2019年5月3日,5766.8,5493.6,5844.2,5478.7,1.04M,0.0497
2019年5月2日,5493.8,5384.6,5530.8,5370,722.23K,0.0204
2019年5月1日,5384.2,5321.1,5396.3,5319.5,623.64K,0.0119
2019年4月30日,5320.8,5235.4,5336.6,5195.9,697.42K,0.0164
2019年4月29日,5235,5302.4,5322.9,5188.9,775.82K,-0.0127
2019年4月28日,5302.3,5265.7,5332.5,5234.4,681.41K,0.0069
2019年4月27日,5265.9,5298.2,5318.1,5225.4,833.13K,-0.0061
2019年4月26日,5298.3,5209.2,5469.3,5159.3,1.03M,0.0171
2019年4月25日,5209.1,5415.6,5528.2,5137.4,955.36K,-0.0381
2019年4月24日,5415.6,5511.2,5589.6,5346.8,994.04K,-0.0174
2019年4月23日,5511.6,5346.5,5594.4,5291.4,900.00K,0.0308
2019年4月22日,5346.7,5248.2,5370.2,5170.2,920.77K,0.0197
2019年4月21日,5243.5,5290.2,5308.2,5189.8,811.41K,-0.0088
2019年4月20日,5290.2,5241,5327,5240.2,782.32K,0.0094
2019年4月19日,5241,5264.8,5282.4,5192.1,787.09K,-0.0045
2019年4月18日,5264.7,5208.3,5293.1,5205,727.97K,0.0108
2019年4月17日,5208.3,5182.1,5230.9,5165.5,806.52K,0.0053
2019年4月16日,5180.9,5031.4,5198.4,5014.4,631.05K,0.0295
2019年4月15日,5032.3,5135.1,5168,4964.2,688.20K,-0.02
2019年4月14日,5134.8,5052,5153.5,5010.7,566.38K,0.0164
2019年4月13日,5051.8,5054.2,5093.4,5011.6,577.16K,-0.0005
2019年4月12日,5054.2,5022.7,5080.5,4889.2,779.14K,0.0063
2019年4月11日,5022.6,5307.7,5337,4948,943.49K,-0.0537
2019年4月10日,5307.8,5158.4,5404.1,5142.9,837.51K,0.0289
2019年4月9日,5158.4,5245,5245.9,5095.2,784.62K,-0.0165
2019年4月8日,5245.2,5173.5,5300.6,5060.5,928.23K,0.0138
2019年4月7日,5173.6,5046.1,5219.5,5033.7,841.27K,0.0253
2019年4月6日,5046.2,5010,5198.4,4947.9,952.18K,0.0072
2019年4月5日,5010.2,4902.5,5029.4,4888.3,851.72K,0.022
2019年4月4日,4902.4,4968.7,5042.5,4789.2,1.05M,-0.0133
2019年4月3日,4968.7,4859.3,5278.4,4814,13.83M,0.0225
2019年4月2日,4859.3,4145.1,4899.6,4143.5,14.77M,0.1723
2019年4月1日,4145.1,4102.3,4159.1,4076.8,3.22M,0.0104
2019年3月31日,4102.3,4111.8,4121.9,4082.2,2.43M,-0.0023
2019年3月30日,4111.8,4103.7,4138.1,4057.1,2.55M,0.0023
2019年3月29日,4102.2,4025.7,4123.1,4022.6,3.30M,0.019
2019年3月28日,4025.6,4041.7,4041.7,4008.4,2.11M,-0.004
2019年3月27日,4041.7,3942.8,4043.3,3936.2,2.78M,0.0251
2019年3月26日,3942.8,3937.1,3950.7,3899.9,2.53M,0.0015
2019年3月25日,3937,3994.8,4000.5,3897.9,2.86M,-0.0144
2019年3月24日,3994.7,4002.6,4005.7,3967,2.04M,-0.002
2019年3月23日,4002.5,3990.4,4018.2,3980.8,2.00M,0.003
2019年3月22日,3990.4,3982.2,4005.7,3971.8,2.83M,0.0021
2019年3月21日,3982.2,4041.2,4064,3923.8,3.88M,-0.0146
2019年3月20日,4041.2,4017,4050,3985.3,3.18M,0.006
2019年3月19日,4017,3990.2,4029.9,3972.4,2.99M,0.0067
2019年3月18日,3990.2,3981.5,4032.3,3958.5,2.62M,0.0022
2019年3月17日,3981.5,4006.4,4009.8,3956.3,1.87M,-0.0062
2019年3月16日,4006.4,3924.4,4050.6,3923.7,3.46M,0.0209
2019年3月15日,3924.3,3879,3935.7,3874.8,3.11M,0.0117
2019年3月14日,3879,3865.1,3914.7,3828.4,2.86M,0.0036
